Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;8009;7336;8682;100;30;30;0;0;100;Totalt i retning Tromsø;7614;395;98;129;153;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;7994;7275;8713;100;30;30;0;3;100;Totalt i retning Kvaløya;7589;402;103;132;153;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;16003;14614;17392;100;30;30;0;3;100;Totalt;15203;797;200;261;306;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8693;7982;9404;100;31;31;0;4;100;1;8202;487;133;189;150;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8697;8040;9354;100;31;31;0;1;100;2;8223;473;126;182;150;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8696;8039;9353;100;31;31;0;0;100;Totalt i retning Tromsø;8223;472;126;182;150;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8693;7982;9404;100;31;31;0;4;100;Totalt i retning Kvaløya;8202;487;133;189;150;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;17389;16027;18751;100;31;31;0;4;100;Totalt;16425;960;259;371;300;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;9511;8913;10109;100;30;30;0;2;100;1;8895;615;177;261;161;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;9479;8939;10019;100;30;30;0;3;100;2;8880;596;164;254;162;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;9487;8945;10029;100;30;30;0;3;100;Totalt i retning Tromsø;8888;596;164;255;162;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;9503;8907;10099;100;30;30;0;2;100;Totalt i retning Kvaløya;8887;614;177;260;161;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;18990;17858;20122;100;30;30;0;5;100;Totalt;17775;1210;341;515;323;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;7688;7210;8166;100;31;31;0;2;100;1;7190;496;152;206;127;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;7612;7162;8062;100;31;31;0;1;100;2;7137;474;134;201;129;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;7612;7162;8062;100;31;31;0;1;100;Totalt i retning Tromsø;7137;474;134;201;129;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;7688;7210;8166;100;31;31;0;2;100;Totalt i retning Kvaløya;7190;496;152;206;127;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;15300;14378;16222;100;31;31;0;3;100;Totalt;14327;971;286;407;257;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;8722;8164;9280;100;31;31;0;2;100;1;8168;552;171;220;146;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;8720;8210;9230;100;31;31;0;1;100;2;8189;530;155;214;148;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;8720;8210;9230;100;31;31;0;1;100;Totalt i retning Tromsø;8189;530;155;214;148;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;8722;8164;9280;100;31;31;0;2;100;Totalt i retning Kvaløya;8168;552;171;220;146;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;17443;16382;18504;100;31;31;0;4;100;Totalt;16357;1082;326;435;294;27;27;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;9174;8654;9694;100;30;30;0;4;100;1;8561;609;173;230;186;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;9183;8704;9662;100;30;30;0;2;100;2;8585;595;162;227;187;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;9171;8699;9643;100;30;30;0;2;100;Totalt i retning Tromsø;8574;595;162;227;188;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;9186;8662;9710;100;30;30;0;4;100;Totalt i retning Kvaløya;8573;609;173;231;186;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;18357;17365;19349;100;30;30;0;6;100;Totalt;17146;1205;335;457;374;39;39;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;8563;8052;9074;100;31;31;0;1;100;1;8046;516;137;197;166;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;8559;8097;9021;100;31;31;0;1;100;2;8047;511;132;197;167;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;8560;8098;9022;100;31;31;0;1;100;Totalt i retning Tromsø;8047;511;132;197;167;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;8563;8052;9074;100;31;31;0;1;100;Totalt i retning Kvaløya;8046;516;137;197;166;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;17123;16153;18093;100;31;31;0;3;100;Totalt;16093;1027;269;393;333;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;8207;7702;8712;100;30;30;0;1;100;1;7753;453;123;149;168;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;8206;7734;8678;100;30;30;0;1;100;2;7760;445;119;146;168;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;8206;7734;8678;100;30;30;0;1;100;Totalt i retning Tromsø;7760;445;119;146;168;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;8207;7702;8712;100;30;30;0;1;100;Totalt i retning Kvaløya;7753;453;123;149;168;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;16413;15437;17389;100;30;30;0;1;100;Totalt;15514;898;242;295;336;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;7870;7202;8538;100;31;31;0;2;100;1;7485;383;102;107;162;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;7858;7209;8507;100;31;31;0;0;100;2;7478;380;100;106;163;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;7858;7209;8507;100;31;31;0;0;100;Totalt i retning Tromsø;7478;380;100;106;163;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;7870;7201;8539;100;31;31;0;2;100;Totalt i retning Kvaløya;7485;383;102;107;162;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;15728;14412;17044;100;31;31;0;2;100;Totalt;14963;763;202;214;325;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;7069;6522;7616;100;31;31;0;1;100;1;6693;375;98;101;168;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;7073;6553;7593;100;31;31;0;1;100;2;6690;382;99;106;169;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;7072;6552;7592;100;31;31;0;0;100;Totalt i retning Tromsø;6689;382;99;106;169;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;7070;6523;7617;100;31;31;0;1;100;Totalt i retning Kvaløya;6694;375;98;101;168;8;8;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;14142;13076;15208;100;31;31;0;2;100;Totalt;13383;757;197;207;337;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7857;7350;8364;100;28;28;0;1;100;1;7456;401;102;106;178;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7853;7368;8338;100;28;28;0;5;99,9;2;7427;421;108;118;180;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7853;7368;8338;100;28;28;0;5;99,9;Totalt i retning Tromsø;7427;421;108;117;180;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7857;7350;8364;100;28;28;0;1;100;Totalt i retning Kvaløya;7455;401;102;106;178;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;15710;14720;16700;100;28;28;0;6;100;Totalt;14883;822;211;223;358;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;8112;7732;8492;100;31;31;0;3;100;1;7681;429;111;117;183;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;8113;7741;8485;100;31;31;0;1;100;2;7682;430;109;119;184;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;8113;7741;8485;100;31;31;0;0;100;Totalt i retning Tromsø;7682;430;109;119;184;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;8112;7732;8492;100;31;31;0;3;100;Totalt i retning Kvaløya;7681;429;111;117;183;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;16225;15474;16976;100;31;31;0;3;100;Totalt;15363;859;220;236;367;36;36;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7724;7076;8372;100;30;30;0;1;100;1;7342;381;96;110;160;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7715;7087;8343;100;30;30;0;1;100;2;7331;383;94;113;160;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7715;7087;8343;100;30;30;0;1;100;Totalt i retning Tromsø;7331;383;94;113;160;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7724;7076;8372;100;30;30;0;1;100;Totalt i retning Kvaløya;7342;381;96;110;160;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;15439;14165;16713;100;30;30;0;1;100;Totalt;14674;764;191;224;320;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;8516;7880;9152;100;31;31;0;1;100;1;8031;483;134;163;171;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;8503;7918;9088;100;31;31;0;1;100;2;8024;478;127;164;171;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;8503;7918;9088;100;31;31;0;1;100;Totalt i retning Tromsø;8024;478;127;164;171;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;8516;7880;9152;100;31;31;0;1;100;Totalt i retning Kvaløya;8031;483;134;163;171;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;17019;15800;18238;100;31;31;0;2;100;Totalt;16055;961;261;327;342;32;32;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9047;8482;9612;100;30;30;0;4;100;1;8442;601;183;220;181;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9003;8491;9515;100;30;30;0;1;100;2;8401;600;170;231;183;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9003;8491;9515;100;30;30;0;1;100;Totalt i retning Tromsø;8401;600;170;231;183;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9047;8482;9612;100;30;30;0;4;100;Totalt i retning Kvaløya;8442;601;183;220;181;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;18050;16977;19123;100;30;30;0;5;100;Totalt;16843;1202;353;451;363;34;34;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6988;6582;7394;100;31;31;0;1;100;1;6498;489;161;184;132;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6919;6557;7281;100;31;31;0;1;100;2;6450;468;139;186;132;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6919;6557;7281;100;31;31;0;1;100;Totalt i retning Tromsø;6450;468;139;186;132;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6988;6582;7394;100;31;31;0;1;100;Totalt i retning Kvaløya;6498;489;161;184;132;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;13907;13146;14668;100;31;31;0;2;100;Totalt;12948;957;300;370;264;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;8409;7906;8912;100;31;31;0;2;100;1;7860;547;162;213;157;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;8387;7925;8849;100;31;31;0;1;100;2;7854;531;147;212;156;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;8387;7925;8849;100;31;31;0;1;100;Totalt i retning Tromsø;7854;531;147;212;156;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;8409;7906;8912;100;31;31;0;2;100;Totalt i retning Kvaløya;7860;547;163;213;157;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;16797;15835;17759;100;31;31;0;4;100;Totalt;15714;1078;309;425;313;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8820;8345;9295;100;30;30;0;3;100;1;8229;588;155;227;190;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8795;8362;9228;100;30;30;0;0;100;2;8212;583;149;227;192;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8795;8362;9228;100;30;30;0;1;100;Totalt i retning Tromsø;8211;583;149;227;192;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8821;8346;9296;100;30;30;0;4;100;Totalt i retning Kvaløya;8230;588;155;227;190;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;17616;16711;18521;100;30;30;0;4;100;Totalt;16441;1171;304;454;382;31;31;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;8181;7680;8682;96,8;31;30;1;1;100;1;7678;502;132;177;179;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;8197;7736;8658;96,8;31;30;1;1;100;2;7697;499;126;178;180;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;8197;7736;8658;96,8;31;30;1;1;100;Totalt i retning Tromsø;7697;499;126;178;180;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;8181;7680;8682;96,8;31;30;1;1;100;Totalt i retning Kvaløya;7678;502;132;177;179;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;16378;15417;17339;96,8;31;30;1;2;100;Totalt;15375;1001;258;355;359;28;28;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;8180;7717;8643;100;30;30;0;1;100;1;7718;461;124;142;182;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;8175;7744;8606;100;30;30;0;0;100;2;7717;458;121;142;182;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;8175;7744;8606;100;30;30;0;0;100;Totalt i retning Tromsø;7717;458;121;142;182;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;8180;7717;8643;100;30;30;0;1;100;Totalt i retning Kvaløya;7718;461;124;142;182;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;16355;15462;17248;100;30;30;0;1;100;Totalt;15435;920;244;284;363;28;28;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7666;7043;8289;100;31;31;0;1;100;1;7291;374;102;104;159;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7661;7061;8261;100;31;31;0;1;100;2;7287;373;101;103;159;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7660;7060;8260;100;31;31;0;0;100;Totalt i retning Tromsø;7287;373;101;103;159;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7666;7043;8289;100;31;31;0;1;100;Totalt i retning Kvaløya;7291;374;102;105;159;9;9;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;15327;14105;16549;100;31;31;0;2;100;Totalt;14578;747;203;208;319;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6821;6393;7249;100;31;31;0;2;100;1;6429;391;104;102;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6820;6408;7232;100;31;31;0;0;100;2;6423;396;106;106;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6819;6407;7231;100;31;31;0;0;100;Totalt i retning Tromsø;6422;396;106;106;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6822;6394;7250;100;31;31;0;2;100;Totalt i retning Kvaløya;6430;391;104;102;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;13641;12801;14481;100;31;31;0;2;100;Totalt;12852;787;210;208;347;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7076;6571;7581;100;28;28;0;1;100;1;6668;407;112;107;176;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7073;6606;7540;100;28;28;0;0;100;2;6662;411;112;110;176;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7074;6607;7541;100;28;28;0;1;100;Totalt i retning Tromsø;6662;411;112;110;176;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7075;6570;7580;100;28;28;0;1;100;Totalt i retning Kvaløya;6668;407;111;107;176;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;14149;13177;15121;100;28;28;0;2;100;Totalt;13330;817;224;217;352;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7330;6926;7734;100;31;31;0;1;100;1;6906;423;111;116;184;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7321;6937;7705;100;31;31;0;1;100;2;6885;435;115;123;184;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7321;6937;7705;100;31;31;0;1;100;Totalt i retning Tromsø;6886;435;115;123;184;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7329;6925;7733;100;31;31;0;0;100;Totalt i retning Kvaløya;6905;423;111;116;184;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;14651;13865;15437;100;31;31;0;2;100;Totalt;13791;858;225;239;367;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6932;6271;7593;86,7;30;26;1;1;100;1;6570;361;90;103;159;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6946;6303;7589;86,7;30;26;1;0;100;2;6582;364;88;105;159;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6946;6303;7589;86,7;30;26;1;0;100;Totalt i retning Tromsø;6582;364;88;105;159;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6932;6271;7593;86,7;30;26;1;1;100;Totalt i retning Kvaløya;6570;361;90;103;159;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;13878;12577;15179;86,7;30;26;1;2;100;Totalt;13151;725;178;208;318;21;21;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;2598;2427;2769;100;31;31;0;0;100;1;2453;145;32;43;63;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;2598;2457;2739;100;31;31;0;0;100;2;2455;143;32;42;63;6;6;0
